rule_id,query_name,industry,objective,category,subcategory,source_query_syntax,apply_on,speaker_hint,required_groups,forbidden_terms,window_seconds,first_n_seconds_only,exclude_first_n_seconds,compiled_regex,notes,regex_flags
451,Digital Phone Upsell,TWC,Captures calls where agent is trying to sell digital home services to existing customers,Sale,Upsell,"Phone=OR( home phone NOTLIKE(digital phone digital box digital modem D V R box digit phone number digital cable
cell phone digital Tee vee digital sound ) NOTLIKE( phone cell phone sell phone home cable number ) \
NOTLIKE( landline plan husband didn't tell you ))
Service=OR( do you currently have NOTLIKE( adding setting ) offer combining promotional rate \
NOTLIKE( promotion for modem for digital box ) NOTLIKE( advantage of address definite ) upgrading upgrade 
NOTLIKE( nationwide assures ) include benefit consider unlimited long distance )
Output=AND_3(phone Service)
Result=NOTFIRST_90(output)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""phone Service""], [""output""]]","[""digital phone digital box digital modem D V R box digit phone number digital cable cell phone digital Tee vee digital sound"", ""phone cell phone sell phone home cable number"", ""adding setting"", ""promotion for modem for digital box"", ""advantage of address definite"", ""nationwide assures""]",3,,90,^(?!.*digital\s+phone\s+digital\s+box\s+digital\s+modem\s+D\s+V\s+R\s+box\s+digit\s+phone\s+number\s+digital\s+cable\s+cell\s+phone\s+digital\s+Tee\s+vee\s+digital\s+sound)(?!.*phone\s+cell\s+phone\s+sell\s+phone\s+home\s+cable\s+number)(?!.*adding\s+setting)(?!.*promotion\s+for\s+modem\s+for\s+digital\s+box)(?!.*advantage\s+of\s+address\s+definite)(?!.*nationwide\s+assures)(?=.*(?:phone\s+Service))(?=.*(?:output)).*$,,IGNORECASE
452,DVR Not Working Issue (First 200 Secs),TWC,Capture calls where customer is facing issues with DVR Box,Technical,DVR not working,"NotWorking=FIRST_200(OR(not working recording was not working Not recording Stopped recording having problem with having trouble with does not work is not working rebooting replace Not working properly Died was gone Problem with Recorded NOTLIKE(Currently unavailable Available)))
DVR=NOTFIRST_5(NOTLIKE(OR(D V R D V R Box My D V R) T V Internet Innernet Innernet services Cable Box Cable Services My Cable which box My Box My set Channels Chanells V C R My keble Keble box Keble Services Television Your service I am sorry Remote Call Farwarding D V D T Vs here T V here))
Combine=FIRST_200(AND_7(DVR NotWorking))
Result=NOTLIKE(Combine volume was not working properly give me your zip code anything other than the internet verify for me the address if you were interested in trying out no coding regarding our This call may be recorded I am sorry 
How can I help you)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""D V R D V R Box My D V R""], [""DVR NotWorking""]]","[""Currently unavailable Available"", ""Combine volume was not working properly give me your zip code anything other than the internet verify for me the address if you were interested in trying out no coding regarding our This call may be recorded I am sorry How can I help you""]",7,200,5,^(?!.*Currently\s+unavailable\s+Available)(?!.*Combine\s+volume\s+was\s+not\s+working\s+properly\s+give\s+me\s+your\s+zip\s+code\s+anything\s+other\s+than\s+the\s+internet\s+verify\s+for\s+me\s+the\s+address\s+if\s+you\s+were\s+interested\s+in\s+trying\s+out\s+no\s+coding\s+regarding\s+our\s+This\s+call\s+may\s+be\s+recorded\s+I\s+am\s+sorry\s+How\s+can\s+I\s+help\s+you)(?=.*(?:D\s+V\s+R\s+D\s+V\s+R\s+Box\s+My\s+D\s+V\s+R))(?=.*(?:DVR\s+NotWorking)).*$,,IGNORECASE
453,DVR Not working Issue(First 90 Secs),TWC,Capture calls where customer is facing issues with DVR Box,Technical,DVR not working,"NotWorking=FIRST_90(OR(not working does not record not Recording NOTLIKE(problem with appointment) NOTLIKE(trouble with Turbo) does not work replaced not working properly died was gone recorded Recording Not allowed Stopped recording NOTLIKE(Currently Unavailable Available)))

DVR=NOTFIRST_5(NOTLIKE(OR(D V R D V R Box My D V R) T V Internet V C R whole house D V R modem cable box Box Which box))
Result1=FIRST_90(AND_7(DVR NotWorking))
Result=NOTLIKE(Result1 volume was not working properly give me your zip code anything other than the internet verify for me the address if you were interested in trying out no coding regarding our)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""D V R D V R Box My D V R""], [""DVR NotWorking""]]","[""problem with appointment"", ""trouble with Turbo"", ""Currently Unavailable Available"", ""Result1 volume was not working properly give me your zip code anything other than the internet verify for me the address if you were interested in trying out no coding regarding our""]",7,90,5,^(?!.*problem\s+with\s+appointment)(?!.*trouble\s+with\s+Turbo)(?!.*Currently\s+Unavailable\s+Available)(?!.*Result1\s+volume\s+was\s+not\s+working\s+properly\s+give\s+me\s+your\s+zip\s+code\s+anything\s+other\s+than\s+the\s+internet\s+verify\s+for\s+me\s+the\s+address\s+if\s+you\s+were\s+interested\s+in\s+trying\s+out\s+no\s+coding\s+regarding\s+our)(?=.*(?:D\s+V\s+R\s+D\s+V\s+R\s+Box\s+My\s+D\s+V\s+R))(?=.*(?:DVR\s+NotWorking)).*$,,IGNORECASE
454,Email Issues (First 120 Secs),TWC,Captures mentions of email issues,Technical,Email Issue,"EMAIL=FIRST_120(OR(E mail Web Mail Not Receiving mails Inbox mail disappeared Junk Mail send and receive email) )
Result=NOTLIKE(EMAIL receiving a bill how may I help you ten digit telephone number Pin number get a check mailed here in universal city customer Cable text support thank you for calling time Warner Cable 
T V unavailable get the I D female MY name is speaking you coming into the lobby mailing address mail time notification mail)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],"[""EMAIL receiving a bill how may I help you ten digit telephone number Pin number get a check mailed here in universal city customer Cable text support thank you for calling time Warner Cable T V unavailable get the I D female MY name is speaking you coming into the lobby mailing address mail time notification mail""]",,120,,^(?!.*EMAIL\s+receiving\s+a\s+bill\s+how\s+may\s+I\s+help\s+you\s+ten\s+digit\s+telephone\s+number\s+Pin\s+number\s+get\s+a\s+check\s+mailed\s+here\s+in\s+universal\s+city\s+customer\s+Cable\s+text\s+support\s+thank\s+you\s+for\s+calling\s+time\s+Warner\s+Cable\s+T\s+V\s+unavailable\s+get\s+the\s+I\s+D\s+female\s+MY\s+name\s+is\s+speaking\s+you\s+coming\s+into\s+the\s+lobby\s+mailing\s+address\s+mail\s+time\s+notification\s+mail).*$,,IGNORECASE
455,End of Call Help Offer (Last 60 Secs),TWC,Test for UAT,Call Closing,Courtesy Close,"result=or(anything else I can do for you anything else I can help you with anything else I can assist you with what else can I help you with) 
Query=last_60(result)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""anything else I can do for you anything else I can help you with anything else I can assist you with what else can I help you with""]]",[],,,,^(?=.*(?:anything\s+else\s+I\s+can\s+do\s+for\s+you\s+anything\s+else\s+I\s+can\s+help\s+you\s+with\s+anything\s+else\s+I\s+can\s+assist\s+you\s+with\s+what\s+else\s+can\s+I\s+help\s+you\s+with)).*$,,IGNORECASE
456,End of Call Survey (Last 45 Secs),TWC,To identify the point in the call when agents position the possibility of an upcoming survey,Survey,Survey,"Survey=LAST_45(OR(Survey Survey Call) )
Agent=LAST_45(OR(your feedback My customer service Rate me on the scale Scale of one to ten Based upon experience you had Participating for feedback call back for survey My performance today Service information I provided Automated systems may call you back) )
RESULT=OR(Survey Agent)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""Survey Survey Call""], [""your feedback My customer service Rate me on the scale Scale of one to ten Based upon experience you had Participating for feedback call back for survey My performance today Service information I provided Automated systems may call you back""], [""Survey Agent""]]",[],,,,^(?=.*(?:Survey\s+Survey\s+Call))(?=.*(?:your\s+feedback\s+My\s+customer\s+service\s+Rate\s+me\s+on\s+the\s+scale\s+Scale\s+of\s+one\s+to\s+ten\s+Based\s+upon\s+experience\s+you\s+had\s+Participating\s+for\s+feedback\s+call\s+back\s+for\s+survey\s+My\s+performance\s+today\s+Service\s+information\s+I\s+provided\s+Automated\s+systems\s+may\s+call\s+you\s+back))(?=.*(?:Survey\s+Agent)).*$,,IGNORECASE
457,ETA - Technician Status (First 120 Secs),TWC,Identify calls where customer is calling to find out where the technician is,Schedule Appointment,Schedule Appointment,"Result=FIRST_120(OR(NOTLIKE(have been waiting for the technician wait for the technician then waiting for technician we can send a technician out) 
technician has not shown up have been waiting for cable boy technician has not come yet 
NOTLIKE(Technician hasn't showed up Technician hooked up She has a pin number set up) Technician hasn't arrived yet 
NOTLIKE(Technician is not here yet Technician came out) Suppose to be here Suppose to come today 
NOTLIKE(nobody showing up we did bring a account no bite will be more than happy) Has not arrived yet nobody showed up yet))",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),[],"[""have been waiting for the technician wait for the technician then waiting for technician we can send a technician out"", ""Technician hasn't showed up Technician hooked up She has a pin number set up"", ""Technician is not here yet Technician came out"", ""nobody showing up we did bring a account no bite will be more than happy""]",,120,,^(?!.*have\s+been\s+waiting\s+for\s+the\s+technician\s+wait\s+for\s+the\s+technician\s+then\s+waiting\s+for\s+technician\s+we\s+can\s+send\s+a\s+technician\s+out)(?!.*Technician\s+hasn't\s+showed\s+up\s+Technician\s+hooked\s+up\s+She\s+has\s+a\s+pin\s+number\s+set\s+up)(?!.*Technician\s+is\s+not\s+here\s+yet\s+Technician\s+came\s+out)(?!.*nobody\s+showing\s+up\s+we\s+did\s+bring\s+a\s+account\s+no\s+bite\s+will\s+be\s+more\s+than\s+happy).*$,,IGNORECASE
458,Gift Cards,TWC,Identify customers who are calling to inquire about gift cards or rebates based on adding new or additional services,Sale,Gift cards,"Gift_card=NOTLIKE(OR(gift card reward card) credit card debit card prepaid card \
this card get card eight )
Status=OR(waiting period ninety days switch to t w c \
switch over six to eight weeks qualify)
Result=AND_10(Gift_card Status)
Status1=AND_60(gift card within thirty days)
End_Result=OR(Result Status1)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""gift card reward card""], [""waiting period ninety days switch to t w c switch over six to eight weeks qualify""], [""Result Status1""], [""Gift_card Status""], [""gift card within thirty days""]]",[],60,,,^(?=.*(?:gift\s+card\s+reward\s+card))(?=.*(?:waiting\s+period\s+ninety\s+days\s+switch\s+to\s+t\s+w\s+c\s+switch\s+over\s+six\s+to\s+eight\s+weeks\s+qualify))(?=.*(?:Result\s+Status1))(?=.*(?:Gift_card\s+Status))(?=.*(?:gift\s+card\s+within\s+thirty\s+days)).*$,,IGNORECASE
459,Go Back - Issue Not Resolved (First 120 Secs),TWC,Capture calls where customers stating that the technician came but the issue was not resolved,Schedule Appointment,Schedule Appointment,"Technician=FIRST_120(OR(technician came out yesterday Technician was here He came out yesterday Technician come out here someone was here yesterday) )
Result=NOTLIKE(Technician phone number associated with your account name and address associated with the account thank you for verifying check 
the signal here outage in the whole area connected yesterday)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""technician came out yesterday Technician was here He came out yesterday Technician come out here someone was here yesterday""]]",[],,120,,^(?=.*(?:technician\s+came\s+out\s+yesterday\s+Technician\s+was\s+here\s+He\s+came\s+out\s+yesterday\s+Technician\s+come\s+out\s+here\s+someone\s+was\s+here\s+yesterday)).*$,,IGNORECASE
460,Hold Query,TWC,identifying all calls where customers are placed on hold,Hold,Hold,"Result =OR(place you on hold Please stay on the line placing you on hold sorry for the long hold 
please continue to stay online NOTLIKE(OR(Thank you for staying on the line Thank you for patiently waiting 
Thank you for waiting thank you for holding thank you for your patience) Thank you for calling Thank you thank you for information 
thank you for your help) NOTLIKE(OR(apologies for long hold apologise for delay apologies for the wait) 
apologise for inconvenience) )",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""apologies for long hold apologise for delay apologies for the wait""]]",[],,,,^(?=.*(?:apologies\s+for\s+long\s+hold\s+apologise\s+for\s+delay\s+apologies\s+for\s+the\s+wait)).*$,,IGNORECASE
461,Internet Problem (First 180 Secs),TWC,Capture all calls related to internet issues,Technical,Website Issue,"Internet=FIRST_180(NOTLIKE(OR(internet innernet my internet my innernet) Intermittent Another I do not know They Did not O K Minutes Thirty five minutes connecting into another time And n connecting been done and I))
Issues=FIRST_180(OR(NOTLIKE(not working Do everything Talk seventy five) what's going on with not working properly NOTLIKE(Unable to access looks like) Problem with NOTLIKE(stopped working Talk which is) OTLIKE(Having trouble That's been cut off) NOTLIKE(Unable to connect Cable connection Wanted the cable down you can add this can i help you today) Hook up NOTLIKE(Having problem I will be glad to help you Intermittent problem) NOTLIKE(Can not detect the connection my internet connection) NOTLIKE(issue with assist you with to lower the cable) Not hooking in to not connecting to the))
Random=OR(internet is down No internet)
Result1=FIRST_180(AND_3(Internet Issues))
FINAL=OR(Random Result1)
Result=NOTLIKE(Final send out another signal to it anything else can I assist you with problems on finding my account I do not know which one is accountable name and address I work at a school)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""internet innernet my internet my innernet""], [""internet is down No internet""], [""Internet Issues""]]","[""not working Do everything Talk seventy five"", ""stopped working Talk which is"", ""Unable to connect Cable connection Wanted the cable down you can add this can i help you today"", ""Having problem I will be glad to help you Intermittent problem"", ""Can not detect the connection my internet connection"", ""issue with assist you with to lower the cable""]",3,180,,^(?!.*not\s+working\s+Do\s+everything\s+Talk\s+seventy\s+five)(?!.*stopped\s+working\s+Talk\s+which\s+is)(?!.*Unable\s+to\s+connect\s+Cable\s+connection\s+Wanted\s+the\s+cable\s+down\s+you\s+can\s+add\s+this\s+can\s+i\s+help\s+you\s+today)(?!.*Having\s+problem\s+I\s+will\s+be\s+glad\s+to\s+help\s+you\s+Intermittent\s+problem)(?!.*Can\s+not\s+detect\s+the\s+connection\s+my\s+internet\s+connection)(?!.*issue\s+with\s+assist\s+you\s+with\s+to\s+lower\s+the\s+cable)(?=.*(?:internet\s+innernet\s+my\s+internet\s+my\s+innernet))(?=.*(?:internet\s+is\s+down\s+No\s+internet))(?=.*(?:Internet\s+Issues)).*$,,IGNORECASE
